,city_state,donor_counts
5953,"maplewood, NJ",15
5954,"Egg Harbor Twp, NJ",15
5955,"Oak Ridge, NC",15
5956,"Columbus, NC",15
5957,"Madera, CA",15
5958,"ANCHORAGE, AK",15
5959,"South Hempstead, NY",15
5960,"reston, VA",15
5961,"Marion, KY",15
5962,"Emmetsburg, IA",15
5963,"BEACHWOOD, OH",15
5964,"Vandalia, IL",15
5965,"eagan, MN",15
5966,"jackson, MI",15
5967,"Mattituck, NY",15
5968,"Madison, VA",15
5969,"Whitman, MA",15
5970,"Bryant, AR",15
5971,"Flanders, NJ",15
5972,"morganville, NJ",15
5973,"FRISCO, TX",15
5974,"Winston, OR",15
5975,"pleasant hill, CA",15
5976,"Aston, PA",15
5977,"Lyons, IL",15
5978,"Mattapoisett, MA",15
5979,"SANTA ROSA, CA",15
5980,"Trabuco canyon, CA",15
5981,"Osceola, IN",15
5982,"Plaistow, NH",15
5983,"SALIDA, CA",15
5984,"Texas, TX",15
5985,"milpitas, CA",15
5986,"sudbury, MA",15
5987,"Kinston, NC",15
5988,"Wynantskill, NY",15
5989,"Santa clarita, CA",15
5990,"Comanche, OK",15
5991,"Polson, MT",15
5992,"Fairview, NC",15
5993,"Pauline, SC",15
5994,"east greenwich, RI",15
5995,"Shelbyville, TN",15
5996,"Staunton, IL",15
5997,"Blue Island, IL",15
5998,"Sikeston, MO",15
5999,"CAMDEN, NJ",15
6000,"silver city, NM",15
6001,"ukiah, CA",15
6002,"Warsaw, IN",15
6003,"Queens, NY, NY",15
6004,"ontario, CA",15
6005,"Ashland, VA",15
6006,"Hauula, HI",15
6007,"Lake Placid, NY",15
6008,"Hebron, KY",15
6009,"Basalt, CO",15
6010,"DEDHAM, MA",15
6011,"Winthrop, ME",15
6012,"Parsons, KS",15
6013,"san leandro, CA",15
6014,"Splendora, TX",15
6015,"rockville, MD",15
6016,"Fort worth, TX",15
6017,"Lodi, OH",15
6018,"summerville, SC",15
6019,"East Haddam, CT",15
6020,"Tamoa, FL",15
6021,"Oelwein, IA",15
6022,"New Haven, WV",15
6023,"Valley Park, MO",15
6024,"Lauderdale, MN",15
6025,"Hong Kong,   ",15
6026,"plantation, FL",15
6027,"Lillington, NC",15
6028,"North Highlands, CA",15
6029,"Breaux Bridge, LA",15
6030,"port Charlotte, FL",15
6031,"FALLS CHURCH, VA",15
6032,"Jennings, LA",15
6033,"Pearisburg, VA",15
6034,"Oak Hill, WV",15
6035,"Washington, D.C., DC",15
6036,"EL GRANADA, CA",15
6037,"skokie, IL",15
6038,"Lenox, MA",15
6039,"Belle Vernon, PA",15
6040,"Manhattan, MT",15
6041,"Sellersville, PA",15
6042,"MECHANICSVILLE, VA",15
6043,"Stonington, CT",15
6044,"Bridgeton, MO",15
6045,"Fairhaven, MA",15
6046,"MEDFORD, MA",15
6047,"Belen, NM",15
6048,"Bellmawr, NJ",15
6049,"Calgary, NY",15
6050,"Berkeley,, CA",15
6051,"Potsdam, NY",15
6052,"Central Point, OR",15
6053,"kingman, AZ",15
6054,"Laplace, LA",15
6055,"Henrico, NC",15
6056,"federal way, WA",15
6057,"lafayette, IN",15
6058,"Menomonie, WI",15
6059,"Whippany, NJ",15
6060,"Virginia beach, VA",15
6061,"Ennis, TX",15
6062,"New Ellenton, SC",15
6063,"Fredericktown, MO",15
6064,"manalapan, NJ",15
6065,"north bergen, NJ",15
6066,"Stanhope, NJ",15
6067,"Monticello, MN",15
6068,"Occidental, CA",15
6069,"Waldport, OR",15
6070,"WARWICK, RI",15
6071,"Morgantown, PA",15
6072,"Notre Dame, IN",15
6073,"Bennington, NE",15
6074,"Bolivar, TN",15
6075,"Fort Bragg, CA",15
6076,"Nazareth, PA",15
6077,"Chaparral, NM",15
6078,"Dundee, FL",15
6079,"Fort Lupton, CO",15
6080,"West Richland, WA",15
6081,"Enumclaw, WA",15
6082,"Holmes Beach, FL",15
6083,"LAKEWOOD, CO",15
6084,"Winterville, NC",15
6085,"Montara, CA",15
6086,"New York, NC",15
6087,"Denmark, NY",15
6088,"Knoxville,, TN",15
6089,"Plainwell, MI",15
6090,"Bonner Springs, KS",15
6091,"Pickens, SC",15
6092,"Hastings, MN",15
6093,"Barto, PA",15
6094,"Mandan,, ND",15
6095,"Leonard, TX",15
6096,"Port Jefferson Station, NY",15
6097,"Shelby Twp., MI",15
6098,"Van, TX",15
6099,"Scappoose, OR",15
6100,"Towanda, IL",15
6101,"Berkeley, IL",15
6102,"Ellabell, GA",15
6103,"Mt Kisco, NY",15
6104,"oakfield, TN",15
6105,"lindenhurst, IL",15
6106,"CONCORD, NH",15
6107,"Cross Junction, VA",15
6108,"FRESNO, CA",15
6109,"ODESSA, FL",15
6110,"springfield, MA",15
6111,"Vicksburg, MS",15
6112,"pineville, NC",15
6113,"Jamestown, RI",15
6114,"Seville, OH",15
6115,"Willowick, OH",15
6116,"Kiawah Island, SC",15
6117,"bayville, NJ",15
6118,"Deerfield, OH",15
6119,"portola valley, CA",15
6120,"Fountain Inn, SC",15
6121,"palm beach gardens, FL",15
6122,"woodbury, NY",15
6123,"NORTH HOLLYWOOD, CA",15
6124,"Springfield, GA",15
6125,"Mullens, WV",15
6126,"Chocowinity, NC",15
6127,"Destin, FL",15
6128,"Landover, MD",15
6129,"Maynard, MA",15
6130,"Owatonna, MN",15
6131,"Walnut creek, CA",15
6132,"Taylor Ridge, IL",15
6133,"pennington, NJ",15
6134,"La Conner, WA",15
6135,"MONTCLAIR, NJ",15
6136,"va beach, VA",15
6137,"Danville, KY",15
6138,"las cruces, NM",15
6139,"Lake Mills, WI",15
6140,"Colonial Beach, VA",15
6141,"GREAT NECK, NY",15
6142,"huntington, NY",15
6143,"Egg Harbor, WI",15
6144,"Winsted, CT",15
6145,"Mauldin, SC",15
6146,"Fort Wayne, TX",15
6147,"Germantown,, TN",15
6148,"Oakland, NE",15
6149,"N Richland Hills, TX",15
6150,"Lothian, MD",15
6151,"marina del rey, CA",15
6152,"ONTARIO, CA",15
6153,"Liberty, IN",15
6154,"URBANA, IL",15
6155,"Eagleville, PA",15
6156,"Berlin, MD",15
6157,"Cambridge, NY",15
6158,"Oscoda, MI",15
6159,"ozone park, NY",15
6160,"Otsego, MI",15
6161,"MIAMI BEACH, FL",15
6162,"sioux falls, SD",15
6163,"Brooklyn, NY, NY",15
6164,"blue ash, OH",15
6165,"PURCHASE, NY",15
6166,"APOLLO BEACH, FL",15
6167,"Efland, NC",15
6168,"West chester, PA",14
6169,"Mashpee, MA",14
6170,"Huron, OH",14
6171,"long island city, NY",14
6172,"MA, MA",14
6173,"KATY, TX",14
6174,"Seymour, TN",14
6175,"Newton Centre, MA",14
6176,"Osprey, FL",14
6177,"PROVIDENCE, RI",14
6178,"arnold, MO",14
6179,"SEFFNER, FL",14
6180,"La Vernia, TX",14
6181,"waltham, MA",14
6182,"Mountain Home, ID",14
6183,"Wind Gap, PA",14
6184,"eau claire, WI",14
6185,"altadena, CA",14
6186,"Midlothian, IL",14
6187,"green bay, WI",14
6188,"Salem, WV",14
6189,"North Oaks, MN",14
6190,"Tiverton, RI",14
6191,"Mascoutah, IL",14
6192,"Homer, NY",14
6193,"Elmwood Park, NJ",14
6194,"Independence, KY",14
6195,"Dover, OH",14
6196,"HATBORO, PA",14
6197,"dearborn, MI",14
6198,"Oswego, FL",14
6199,"Grafton, OH",14
6200,"Studio CIty, CA",14
6201,"Madison, SD",14
6202,"Mitchell, SD",14
6203,"Harwich, MA",14
6204,"jackson heights, NY",14
6205,"WESTON, FL",14
6206,"Barker, TX",14
6207,"Kearney, NE",14
6208,"Colfax, WA",14
6209,"CHANDLER, AZ",14
6210,"Barboursville, VA",14
6211,"Boardman, OH",14
6212,"Two Rivers, WI",14
6213,"SAN CARLOS, CA",14
6214,"Old Bethpage, NY",14
6215,"Mt. Holly, NC",14
6216,"falls church, VA",14
6217,"Fairfield, IA",14
6218,"Taylorsville, NC",14
6219,"Ponte Vedra, FL",14
6220,"Copperas Cove, TX",14
6221,"Grand Ledge, MI",14
6222,"chatsworth, CA",14
6223,"cumming, GA",14
6224,"West Simsbury, CT",14
6225,"Adel, GA",14
6226,"Jackson, WY",14
6227,"Montreat, NC",14
6228,"Haughton, LA",14
6229,"Pulaski, VA",14
6230,"Lincoln, IL",14
6231,"Singapore, NY",14
6232,"Aledo, TX",14
6233,"Okatie, SC",14
6234,"SOUTH JORDAN, UT",14
6235,"Moab, UT",14
6236,"Essex Junction, VT",14
6237,"New Roads, LA",14
6238,"fairmont, WV",14
6239,"logan, IA",14
6240,"Burbank, IL",14
6241,"Oxford, PA",14
6242,"PRUNEDALE, CA",14
6243,"Cheboygan, MI",14
6244,"Middleburg, VA",14
6245,"Chillicothe, IL",14
6246,"Comano Terme (TN) ITALY, TN",14
6247,"beaverton, OR",14
6248,"Oregon House, CA",14
6249,"concord, NC",14
6250,"Hillsboro, MO",14
6251,"Willow Springs, IL",14
6252,"Julian, CA",14
6253,"Coalinga, CA",14
6254,"Beaver, PA",14
6255,"Ware Shoals, SC",14
6256,"Kings Mills, OH",14
6257,"Pryor, OK",14
6258,"Royal Palm Beach, FL",14
6259,"foster city, CA",14
6260,"Vassar, MI",14
6261,"LAKE FOREST, CA",14
6262,"pomona, CA",14
6263,"Wentworth, NH",14
6264,"st petersburg, FL",14
6265,"Haltom City, TX",14
6266,"Lebanon, NH",14
6267,"New Ipswich, NH",14
6268,"Langley, WA",14
6269,"MaysLanding, NJ",14
6270,"pacoima, CA",14
6271,"Watertown, WI",14
6272,"NEw Bedford, MA",14
6273,"New Zealand, NY",14
6274,"Harahan, LA",14
6275,"Nesbit, MS",14
6276,"lawrenceville, GA",14
6277,"doug@rds.com, CA",14
6278,"PARK RIDGE, IL",14
6279,"Manassas Park, VA",14
6280,"Glenford, OH",14
6281,"Bristol, ME",14
6282,"Monmouth, IL",14
6283,"Victoria, TX",14
6284,"carmichael, CA",14
6285,"Silverton, OR",14
6286,"Andover, OH",14
6287,"natchitoches, LA",14
6288,"pompton lakes, NJ",14
6289,"North Platte, NE",14
6290,"Amite, LA",14
6291,"Yeadon, PA",14
6292,"Chesapeake Beach, MD",14
6293,"Lochbuie, CO",14
6294,"Wauchula, FL",14
6295,"Seagoville, TX",14
6296,"leesburg, FL",14
6297,"Pecatonica, IL",14
6298,"Corsicana, TX",14
6299,"Shaker Hts, OH",14
6300,"oldsmar, FL",14
6301,"layton, UT",14
6302,"Belvedere, CA",14
6303,"Webberville, MI",14
6304,"Hurricane, UT",14
6305,"Marengo, IL",14
6306,"portage, IN",14
6307,"Deer Park, IL",14
6308,"TIFTON, GA",14
6309,"murrieta, CA",14
6310,"Lomira, WI",14
6311,"Southport, CT",14
6312,"Bay Point, CA",14
6313,"Lempster, NH",14
6314,"Orange City, FL",14
6315,"Chestnut Ridge, NY",14
6316,"Laramie, WY",14
6317,"Lamont, CA",14
6318,"Newport, KY",14
6319,"myrtle beach, SC",14
6320,"Passaic, NJ",14
6321,"oak bluffs, MA",14
6322,"San Juan, TX",14
6323,"Gustine, CA",14
6324,"Banner Elk, NC",14
6325,"Palo Alto,, CA",14
6326,"Berwick, ME",14
6327,"Singapore, AP",14
6328,"Bedford, OH",14
6329,"Williamstown, WV",14
6330,"FREDERICKSBURG, VA",14
6331,"Goffstown, NH",14
6332,"Milton, DE",14
6333,"Brielle, NJ",14
6334,"Spotswood, NJ",14
6335,"moorestown, NJ",14
6336,"Prosper, TX",14
6337,"CANADA K1S 2J7, NY",14
6338,"Willow Spring, NC",14
6339,"Locust, NC",14
6340,"Elkhart, IA",14
6341,"North Arlington, NJ",14
6342,"Weedsport, NY",14
6343,"Charlottte, NC",14
6344,"Rochester, IL",14
6345,"North Pole, AK",14
6346,"Rohnert Park, CA, CA",14
6347,"Deptford, NJ",14
6348,"Fairfield Glade, TN",14
6349,"fishers, IN",14
6350,"Los ANgeles, CA",14
6351,"Livingston, AL",14
6352,"nd, ND",14
6353,"Newbury, MA",14
6354,"Waterford, PA",14
6355,"Pennsburg, PA",14
6356,"Maple Lake, MN",14
6357,"La Selva Beach, CA",14
6358,"Keyport, NJ",14
6359,"Birmingham,, AL",14
6360,"Del Rey Oaks, CA",14
6361,"Lagrange, GA",14
6362,"Eads, TN",14
6363,"x, MO",14
6364,"Scottsburg, IN",14
6365,"S Charleston, WV",14
6366,"Winterhaven, FL",14
6367,"Tappahannock, VA",14
6368,"Oliver Springs, TN",14
6369,"Maurice, LA",14
6370,"Davisburg, MI",14
6371,"North East, MD",14
6372,"Earth City, MO",14
6373,"NOVATO, CA",14
6374,"Suitland, MD",14
6375,"Upton, MA",14
6376,"Bozman, MD",14
6377,"Lufkin, TX",14
6378,"Cullowhee, NC",14
6379,"Ashtabula, OH",14
6380,"Johnsonville, SC",14
6381,"Fort Sill, OK",14
6382,"manhasset, NY",14
6383,"kingwood, TX",14
6384,"Rice, MN",14
6385,"Washington, CT",14
6386,"McMinnville, TN",14
6387,"Chippewa Falls, WI",14
6388,"Minooka, IL",14
6389,"ozark, AL",14
6390,"x, MT",14
6391,"Douglas, MA",14
6392,"Glen Head, NY",14
6393,"Canton, NY",14
6394,"RIVERSIDE, CT",14
6395,"lexington, KY",14
6396,"Amelia Island, FL",14
6397,"madison, NJ",14
6398,"Arlington, WA",14
6399,"Cicero, IL",14
6400,"carmel, IN",14
6401,"Williston, FL",14
6402,"orland park, IL",14
6403,"tallahassee, FL",14
6404,"clearwater, FL",14
6405,"corpus christi, TX",14
6406,"milton, MA",14
6407,"San Francissco, CA",14
6408,"Moundsville, WV",14
6409,"Wailuku, HI",14
6410,"Magnolia, AR",14
6411,"Phx, AZ",14
6412,"North Versailles, PA",14
6413,"Gold Canyon, AZ",14
6414,"buena park, CA",14
6415,"Riverbank, CA",14
6416,"SAN PABLO, CA",14
6417,"PRINCETON JUNCTION, NJ",14
6418,"germantown, TN",14
6419,"roslyn hts, NY",14
6420,"New Haven, IN",14
6421,"WALNUT CREEK, CA",14
6422,"hartsdale, NY",14
6423,"Jersey City, NY",14
6424,"West Greenwich, RI",14
6425,"Hyde Park, VT",14
6426,"Halifax, MA",14
6427,"COLUMBUS, GA",14
6428,"Beardstown, IL",14
6429,"Tipp City, OH",14
6430,"Pismo Beach, CA",14
6431,"Pittston, ME",14
6432,"Milan, IN",14
6433,"Willows, CA",14
6434,"Tyrone, PA",14
6435,"Northborough, MA",14
6436,"bartlett, TN",14
6437,"castro valley, CA",14
6438,"Calrsbad, CA",14
6439,"CLEARWATER, FL",13
6440,"Pampa, TX",13
6441,"Avon Park, FL",13
6442,"Pahrump, NV",13
6443,"FAIRBORN, OH",13
6444,"downers grove, IL",13
6445,"Templeton, CA",13
6446,"Salisbury, MA",13
6447,"Fallon, NV",13
6448,"Mars Hill, NC",13
6449,"Florence, MS",13
6450,"Fortville, IN",13
6451,"Lolo, MT",13
6452,"Orono, ME",13
6453,"Throckmorton, TX",13
6454,"Midway, UT",13
6455,"Ravenna, OH",13
6456,"Roosevelt, NY",13
6457,"Sandwich, MA",13
6458,"anchorage, AK",13
6459,"mount zion, IL",13
6460,"Galesburg, MI",13
6461,"Fairview, TX",13
6462,"Monticello, IA",13
6463,"edina, MN",13
6464,"O'Fallon, IL",13
6465,"Hewitt, TX",13
6466,"Tecumseh, MI",13
6467,"santa cruz, CA",13
6468,"Johnson CIty, NY",13
6469,"wells, ME",13
6470,"Fort Bragg, NC",13
6471,"Independence, OH",13
6472,"LONGWOOD, FL",13
6473,"LAKEVILLE, MA",13
6474,"East Setauket, NY",13
6475,"Dunkirk, NY",13
6476,"Lower Burrell, PA",13
6477,"Danville, VT",13
6478,"High Falls, NY",13
6479,"Skiatook, OK",13
6480,"palmdale, CA",13
6481,"New Berlin, IL",13
6482,"Goldendale, WA",13
6483,"Chewelah, WA",13
6484,"MENLO PARK, CA",13
6485,"Kiel, WI",13
6486,"Williamson, GA",13
6487,"Kyle, SD",13
6488,"Smithfield, UT",13
6489,"YORK, PA",13
6490,"worcester, MA",13
6491,"ramsey, NJ",13
6492,"south san francisco, CA",13
6493,"Mount Pleasant, UT",13
6494,"Jackson, MO",13
6495,"Indian Wells, CA",13
6496,"Columbia, IL",13
6497,"wellesley, MA",13
6498,"New Market, VA",13
6499,"Williamsfield, OH",13
6500,"FITCHBURG, WI",13
6501,"Smiths, AL",13
6502,"Mount Shasta, CA",13
6503,"Middleboro, MA",13
6504,"ANDOVER, MA",13
6505,"Portage, WI",13
6506,"Laytonsville, MD",13
6507,"Edinboro, PA",13
6508,"GURNEE, IL",13
6509,"Philadelphia, NY",13
6510,"Pomona, NY",13
6511,"Myakka City, FL",13
6512,"Bellefontaine, OH",13
6513,"Havana, FL",13
6514,"ST. LOUIS, MO",13
6515,"Gardner, MA",13
6516,"CANADA M4M 1R6, NY",13
6517,"Vadnais Heights, MN",13
6518,"Fraser, MI",13
6519,"dayton, OH",13
6520,"Greenville, PA",13
6521,"Ulster Park, NY",13
6522,"tarzana, CA",13
6523,"Somers, CT",13
6524,"sarasota, FL",13
6525,"Plymouth, IN",13
6526,"St Albans, WV",13
6527,"Andover, KS",13
6528,"monterey, CA",13
6529,"ELLICOTT CITY, MD",13
6530,"Frazier Park, CA",13
6531,"Bow, NH",13
6532,"SAINT PAUL, MN",13
6533,"Medina, WA",13
6534,"Elkhorn, NE",13
6535,"Totowa, NJ",13
6536,"slingerlands, NY",13
6537,"Macedon, NY",13
6538,"somers, NY",13
6539,"Rumford, RI",13
6540,"WINSTON SALEM, NC",13
6541,"macomb, MI",13
6542,"rowlett, TX",13
6543,"Walnut Cove, NC",13
6544,"St Cloud, MN",13
6545,"fenton, MI",13
6546,"woburn, MA",13
6547,"Waukon, IA",13
6548,"A City, CA",13
6549,"Coal Valley, IL",13
6550,"Manheim, PA",13
6551,"Greenwell Springs, LA",13
6552,"Milliken, CO",13
6553,"DAYTON, OH",13
6554,"Willis, TX",13
6555,"oviedo, FL",13
6556,"North Grafton, MA",13
6557,"La Honda, CA",13
6558,"new york city, NY",13
6559,"snowmass, CO",13
6560,"Lakeville, CT",13
6561,"Battleboro, NC",13
6562,"shingle Springs, CA",13
6563,"West Creek, NJ",13
6564,"boca Raton, FL",13
6565,"Ocean City, MD",13
6566,"GARLAND, TX",13
6567,"Bayonne, NY",13
6568,"broken arrow, OK",13
6569,"boise, ID",13
6570,"Venetia, PA",13
6571,"Reform, AL",13
6572,"valdosta, GA",13
6573,"sand springs, OK",13
6574,"Raymond, MS",13
6575,"Bloomingburg, NY",13
6576,"Waterville, OH",13
6577,"hinsdale, IL",13
6578,"battle creek, MI",13
6579,"Lake Lure, NC",13
6580,"Rochelle Park, NJ",13
6581,"Forest Hill, MD",13
6582,"VIENNA, WV",13
6583,"Peoria Heights, IL",13
6584,"Cordiva, TN",13
6585,"LA CRESCENTA, CA",13
6586,"Fortuna, CA",13
6587,"Eschborn (Germany),   ",13
6588,"Hellertown, PA",13
6589,"West River, MD",13
6590,"St.Louis, MO",13
6591,"Streetsboro, OH",13
6592,"Islip Terrace, NY",13
6593,"Oregon, WI",13
6594,"Morongo Valley, CA",13
6595,"Copenhagen, Denmark, NY",13
6596,"Atwater, OH",13
6597,"Honesdale, PA",13
6598,"Dewitt, MI",13
6599,"St Pete Beach, FL",13
6600,"Scarborough, NY",13
6601,"FAYETTEVILLE, NC",13
6602,"Larned, KS",13
6603,"Minocqua, WI",13
6604,"ALISO VIEJO, CA",13
6605,"riverdale, NY",13
6606,"camarillo, CA",13
6607,"redlands, CA",13
6608,"Waconia, MN",13
6609,"westminster, CO",13
6610,"Ijamsville, MD",13
6611,"Kimberly, WI",13
6612,"gilroy, CA",13
6613,"WILMINGTON, NC",13
6614,"Franklin, MI",13
6615,"Fox River Grove, IL",13
6616,"Ahahiem, CA",13
6617,"lutherville, MD",13
6618,"spokane, WA",13
6619,"Waldron, MI",13
6620,"Amagansett, NY",13
6621,"CAMBRIDGE, MA",13
6622,"Millburn, NJ",13
6623,"Hot Springs Village, AR",13
6624,"santa clarita, CA",13
6625,"Burtonsville, MD",13
6626,"Harrison, TN",13
6627,"lakewood, CA",13
6628,"Pelham Manor, NY",13
6629,"Norris, TN",13
6630,"trenton, NJ",13
6631,"Lawrence, NY",13
6632,"Maneca, CA",13
6633,"Hope, IN",13
6634,"Mt. Arlington, NJ",13
6635,"Oakaland, CA",13
6636,"lees summit, MO",13
6637,"mechanicsville, VA",13
6638,"Sturgis, MI",13
6639,"New Prague, MN",13
6640,"Bayport, NY",13
6641,"Wilkes Barre, PA",13
6642,"Fox Point, WI",13
6643,"Hazel Crest, IL",13
6644,"Del Valle, TX",13
6645,"Lakebay, WA",13
6646,"CERRITOS, CA",13
6647,"Tipton, IN",13
6648,"LAWNDALE, CA",13
6649,"Oregon, IL",13
6650,"Buchanan, MI",13
6651,"westerville, OH",13
6652,"Erial, NJ",13
6653,"Delphos, OH",13
6654,"Thomasboro, IL",13
6655,"birmingham, AL",13
6656,"Sea Bright, NJ",13
6657,"Wellsboro, PA",13
6658,"East Taunton, MA",13
6659,"Lee""s Summit, MO",13
6660,"sterling, IL",13
6661,"North Miami Beach, FL",13
6662,"Grand Rapids, MN",13
6663,"Demorest, GA",13
6664,"Mount Tabor, NJ",13
6665,"quincy, MA",13
6666,"Silverado, CA",13
6667,"Fillmore, CA",13
6668,"Asbury, NJ",13
6669,"IRVING, TX",13
6670,"Boothwyn, PA",13
6671,"St Peters, MO",13
6672,"Kutztown, PA",13
6673,"Whitinsville, MA",13
6674,"Bethel, NC",13
6675,"Tumwater, WA",13
6676,"Glen Falls, IL",13
6677,"Columbus, MS",13
6678,"Rices Landing, PA",13
6679,"Hartford, WI",13
6680,"Long Beach, WA",13
6681,"Jefferson City, TN",13
6682,"athens, GA",13
6683,"MONTGOMERY, AL",13
6684,"Mill Hall, PA",13
6685,"Sourth San Franciso, CA",13
6686,"Macomb, OK",13
6687,"belle harbor, NY",13
6688,"Grassflat, PA",13
6689,"west hills, CA",13
6690,"Brooklyn New York, NY",13
6691,"rhinebeck, NY",13
6692,"Floyd, VA",13
6693,"waukesha, WI",13
6694,"ardmore, PA",13
6695,"Auburn, GA",13
6696,"Far Hills ,, NJ",13
6697,"peoria, AZ",13
6698,"Chciago, IL",13
6699,"lawrence, MA",12
6700,"Batesville, AR",12
6701,"syracuse, NY",12
6702,"Millers Creek, NC",12
6703,"Iowa Park, TX",12
6704,"Harrisville, NY",12
6705,"Ledyard, CT",12
6706,"Concord, VA",12
6707,"Runnemede, NJ",12
6708,"VISALIA, CA",12
6709,"Spanish Fort, AL",12
6710,"santee, CA",12
6711,"Chicago, NY",12
6712,"North Branch, NY",12
6713,"Houston, CA",12
6714,"Ellijay, GA",12
6715,"Mineral Springs, NC",12
6716,"PORTSMOUTH, VA",12
6717,"REnton, WA",12
6718,"Schoolcraft, MI",12
6719,"Wllston, ND",12
6720,"Placitas, NM",12
6721,"Green Oaks, IL",12
6722,"Cottonwood Heights, UT",12
6723,"Vail, AZ",12
6724,"Sea Girt, NJ",12
6725,"Overton, NV",12
6726,"Magalia, CA",12
6727,"Franklin, PA",12
6728,"mission hills, CA",12
6729,"Tamap, FL",12
6730,"Winslow, ME",12
6731,"Fayston, VT",12
6732,"Deepwater, MO",12
6733,"Norton Shores, MI",12
6734,"Cross Plains, WI",12
6735,"franklin, TN",12
6736,"purlear, NC",12
6737,"Machias, ME",12
6738,"plymouth, MN",12
6739,"BROKEN ARROW, OK",12
6740,"PENSACOLA, FL",12
6741,"St. Ann, MO",12
6742,"Moses Lake, WA",12
6743,"Delafield, WI",12
6744,"SAN LEANDRO, CA",12
6745,"Chillicothe, OH",12
6746,"FALL CREEK, WI",12
6747,"newport news, VA",12
6748,"GEORGETOWN, SC",12
6749,"ft worth, TX",12
6750,"yardley, PA",12
6751,"Adams, MA",12
6752,"Freehold, NY",12
6753,"river forest, IL",12
6754,"Jay, ME",12
6755,"Duncansville, PA",12
6756,"North Chesterfield, VA",12
6757,"Amsterdam, NY",12
6758,"south riding, VA",12
6759,"south salem, NY",12
6760,"cranston, RI",12
6761,"San Jose,, CA",12
6762,"Germantown, OH",12
6763,"Colfax, WI",12
6764,"Oakdale, CA",12
6765,"Ivins, UT",12
6766,"Bangor, PA",12
6767,"Milton, WA",12
6768,"Magnolia, DE",12
6769,"DOYLESTOWN, PA",12
6770,"Saunderstown, RI",12
6771,"Glenwood, IL",12
6772,"Moneta, VA",12
6773,"wethersfield, CT",12
6774,"Stowe, VT",12
6775,"Beaver Dam, AZ",12
6776,"berwyn, PA",12
6777,"Wellsville, UT",12
6778,"Salem, MO",12
6779,"oak lawn, IL",12
6780,"Tamuning, GU",12
6781,"Covington, IN",12
6782,"New Richmond, OH",12
6783,"North Fork, CA",12
6784,"Jamesville, NY",12
6785,"new hyde park, NY",12
6786,"Dunellen, NJ",12
6787,"Randallstown, MD",12
6788,"Sunset Beach, NC",12
6789,"Richmond va, VA",12
6790,"N. Smithfield, RI",12
6791,"Amston, CT",12
6792,"MIDLOTHIAN, TX",12
6793,"Spaulding, IL",12
6794,"x, MS",12
6795,"Woodstown, NJ",12
6796,"Triadelphia, WV",12
6797,"Essex, MD",12
6798,"Cottonwood Falls, KS",12
6799,"New, NY",12
6800,"Schertz, TX",12
6801,"Eagle Grove, IA",12
6802,"Oakmont, PA",12
6803,"United Kingdom, NY",12
6804,"Fouke, AR",12
6805,"WINSTON SALEMN, NC",12
6806,"Middletown, RI",12
6807,"Highland, NY",12
6808,"Whitney, TX",12
6809,"Hamptonville, NC",12
6810,"brick, NJ",12
6811,"South Hamilton, MA",12
6812,"Bald Knob, AR",12
6813,"Cool, CA",12
6814,"Gray Court, SC",12
6815,"New York, CA",12
6816,"South Weber, UT",12
6817,"antioch, CA",12
6818,"La Grange, KY",12
6819,"Middletown, MD",12
6820,"Crandall, TX",12
6821,"Lodi, NJ",12
6822,"LINCOLN, NE",12
6823,"corte madera, CA",12
6824,"Linden, MI",12
6825,"LARCHMONT, NY",12
6826,"Malta, MT",12
6827,"Honey Brook, PA",12
6828,"North Vernon, IN",12
6829,"Edgewater, FL",12
6830,"Pawcatuck, CT",12
6831,"Waycross, GA",12
6832,"Columbia City, IN",12
6833,"GIVE PACKAGE TO ELAINE, VA",12
6834,"ridgefield, CT",12
6835,"FAIRFIELD, CT",12
6836,"Allentown, NJ",12
6837,"Tiffin, OH",12
6838,"McLeansville, NC",12
6839,"Beulah, MI",12
6840,"Lake St. Louis, MO",12
6841,"rhinecliff, NY",12
6842,"pompano beach, FL",12
6843,"Wildwood, FL",12
6844,"Center Moriches, NY",12
6845,"Peru, IN",12
6846,"Grand Forks Air Force Base, ND",12
6847,"Alviso, CA",12
6848,"Garnet Valley, PA",12
6849,"Hinesburg, VT",12
6850,"SALT LAKE CITY, UT",12
6851,"Canada T5B 1N7, AL",12
6852,"Brooklyn new york, NY",12
6853,"Old Tappan, NJ",12
6854,"Fishersville, VA",12
6855,"Allerton, IL",12
6856,"La Grande, OR",12
6857,"Belton, SC",12
6858,"Scotia, NY",12
6859,"Delmar, MD",12
6860,"Glenwood Springs, CO",12
6861,"Elmira, NY",12
6862,"Seal Rock, OR",12
6863,"Clermont, GA",12
6864,"Norwell, MA",12
6865,"NEWARK, NJ",12
6866,"Schenevus, NY",12
6867,"Luxemburg, WI",12
6868,"Clarence Center, NY",12
6869,"Arvin, CA",12
6870,"Rocky Ford, CO",12
6871,"warren, MI",12
6872,"Cudahy, CA",12
6873,"East Hills, NY",12
6874,"Manakin Sabot, VA",12
6875,"Yreka, CA",12
6876,"Big Sky, MT",12
6877,"Columbus, NJ",12
6878,"Belding, MI",12
6879,"Niwot, CO",12
6880,"Morrow, OH",12
6881,"FREDERICK, OK",12
6882,"Seneca, KS",12
6883,"Ft. Washington, MD",12
